"","word","freq"
"don't know that","don't know that",8
"don't need to","don't need to",8
"down to a","down to a",8
"down with a","down with a",8
"e2809cas ise2809d and","e2809cas ise2809d and",8
"early days of","early days of",8
"earn advertising fees","earn advertising fees",8
"easy to find","easy to find",8
"ended up being","ended up being",8
"enough for me","enough for me",8
"enough for the","enough for the",8
"enough to cover","enough to cover",8
"enough to make","enough to make",8
"environmental protection agency","environmental protection agency",8
"eu associates programmes","eu associates programmes",8
"eu this content","eu this content",8
"even more than","even more than",8
"even though they","even though they",8
"even when you","even when you",8
"every day i","every day i",8
"every now and","every now and",8
"everyone else is","everyone else is",8
"everyone has a","everyone has a",8
"example of how","example of how",8
"example of the","example of the",8
"excited for the","excited for the",8
"facebook and twitter","facebook and twitter",8
"fact that he","fact that he",8
"falling in love","falling in love",8
"fees by advertising","fees by advertising",8
"filled with a","filled with a",8
"find out more","find out more",8
"first and foremost","first and foremost",8
"follow me and","follow me and",8
"follow me back","follow me back",8
"follow me i","follow me i",8
"follow me please","follow me please",8
"for a game","for a game",8
"for a minute","for a minute",8
"for a walk","for a walk",8
"for about a","for about a",8
"for each other","for each other",8
"for five years","for five years",8
"for her and","for her and",8
"for it i","for it i",8
"for one thing","for one thing",8
"for over a","for over a",8
"for quite a","for quite a",8
"for sale in","for sale in",8
"for sites to","for sites to",8
"for some time","for some time",8
"for such a","for such a",8
"for the american","for the american",8
"for the book","for the book",8
"for the game","for the game",8
"for the love","for the love",8
"for the other","for the other",8
"for the people","for the people",8
"for the support","for the support",8
"for the third","for the third",8
"for the world","for the world",8
"for two days","for two days",8
"for two weeks","for two weeks",8
"for what i","for what i",8
"for whatever reason","for whatever reason",8
"four of the","four of the",8
"freedom of speech","freedom of speech",8
"from all of","from all of",8
"from amazon services","from amazon services",8
"from the back","from the back",8
"from the dead","from the dead",8
"from the field","from the field",8
"from the outside","from the outside",8
"from the past","from the past",8
"from the second","from the second",8
"front of his","front of his",8
"get a better","get a better",8
"get a good","get a good",8
"get caught up","get caught up",8
"get enough of","get enough of",8
"get him to","get him to",8
"get on it","get on it",8
"get them to","get them to",8
"get to work","get to work",8
"getting to know","getting to know",8
"give it to","give it to",8
"give up on","give up on",8
"glad you enjoyed","glad you enjoyed",8
"go a long","go a long",8
"go on a","go on a",8
"go on the","go on the",8
"go on to","go on to",8
"go out there","go out there",8
"go to college","go to college",8
"goes to the","goes to the",8
"going in the","going in the",8
"going to end","going to end",8
"going to put","going to put",8
"going to tell","going to tell",8
"gonna have to","gonna have to",8
"good as the","good as the",8
"good for the","good for the",8
"good place to","good place to",8
"good time to","good time to",8
"got to go","got to go",8
"had a couple","had a couple",8
"had a long","had a long",8
"had already been","had already been",8
"had never been","had never been",8
"had so much","had so much",8
"happy to see","happy to see",8
"hard to keep","hard to keep",8
"has also been","has also been",8
"has some of","has some of",8
"has something to","has something to",8
"has the most","has the most",8
"has the power","has the power",8
"have a better","have a better",8
"have at least","have at least",8
"have done it","have done it",8
"have lots of","have lots of",8
"have made it","have made it",8
"have one of","have one of",8
"have to change","have to change",8
"have to deal","have to deal",8
"have to find","have to find",8
"have to give","have to give",8
"have to keep","have to keep",8
"have to think","have to think",8
"have to use","have to use",8
"he did it","he did it",8
"he didn't want","he didn't want",8
"he doesn't have","he doesn't have",8
"he got a","he got a",8
"he is still","he is still",8
"he is very","he is very",8
"he knows what","he knows what",8
"he might be","he might be",8
"he says the","he says the",8
"he seems to","he seems to",8
"he took the","he took the",8
"he was so","he was so",8
"he went to","he went to",8
"head over to","head over to",8
"help with the","help with the",8
"here we go","here we go",8
"high school football","high school football",8
"higher than the","higher than the",8
"himself in the","himself in the",8
"his family and","his family and",8
"his lack of","his lack of",8
"hit in the","hit in the",8
"hit me up","hit me up",8
"hope that you","hope that you",8
"hope you like","hope you like",8
"hoping for a","hoping for a",8
"hours of the","hours of the",8
"house and senate","house and senate",8
"house in the","house in the",8
"how it is","how it is",8
"how much he","how much he",8
"how much more","how much more",8
"how much you","how much you",8
"how to win","how to win",8
"i added some","i added some",8
"i already had","i already had",8
"i already have","i already have",8
"i also think","i also think",8
"i am an","i am an",8
"i am making","i am making",8
"i am on","i am on",8
"i believe it","i believe it",8
"i can't tell","i can't tell",8
"i could make","i could make",8
"i could say","i could say",8
"i did i","i did i",8
"i did that","i did that",8
"i don't understand","i don't understand",8
"i dont like","i dont like",8
"i feel about","i feel about",8
"i feel it","i feel it",8
"i get it","i get it",8
"i grew up","i grew up",8
"i had seen","i had seen",8
"i have in","i have in",8
"i have started","i have started",8
"i have this","i have this",8
"i heard the","i heard the",8
"i just couldn't","i just couldn't",8
"i just didn't","i just didn't",8
"i just know","i just know",8
"i just saw","i just saw",8
"i knew what","i knew what",8
"i know ite28099s","i know ite28099s",8
"i like this","i like this",8
"i lived in","i lived in",8
"i love being","i love being",8
"i made it","i made it",8
"i need some","i need some",8
"i never really","i never really",8
"i read the","i read the",8
"i read this","i read this",8
"i really need","i really need",8
"i really want","i really want",8
"i received a","i received a",8
"i suggest you","i suggest you",8
"i think he's","i think he's",8
"i think i've","i think i've",8
"i think is","i think is",8
"i took my","i took my",8
"i understand the","i understand the",8
"i want one","i want one",8
"i was hoping","i was hoping",8
"i was never","i was never",8
"i was only","i was only",8
"i were to","i were to",8
"i will take","i will take",8
"i will tell","i will tell",8
"i'm on the","i'm on the",8
"i'm talking about","i'm talking about",8
"i'm the only","i'm the only",8
"i'm working on","i'm working on",8
